#,1433
��,1118
daihyo,649
",",606
�,567
川島,296
_,289
た,190
WorldCup,144
、,143
て,131
が,122
日本,116
の,111
に,106
な,104
ぁ,104
2018,101
は,97
ワールドカ,90
で,84
JPN,83
代表,82
。,81
あ,68
も,68
杯,66
W,64
���,57
を,55
し,55
ー,53
め,51
ポ,50
ナイス,50
か,48
と,47
JPNPOL,47
POL,45
セーブ,44
ロシア,43
ああ,43
…,42
　#,42
ね,37
����,35
SAMURAIBLUE,35
よ,34
.,34
サヂ,32
worldcup,32
なぁ,32
止め,30
さん,30
ギリギリ,30
https,29
://,29
t,29
co,29
/,29
",#",29
てる,29
っ,28
ランド,28
よく,26
・,26
fujitv,26
＼,25
これ,25
0,25
ち,25
ん,24
(,23
から,23
ラン,22
ゴール,22
今,22
だ,22
今日,21
_#,21
jfa,20
！,19
　,19
Worldcup,18
ぞ,18
),18
宽,18
わ,17
選手,17
くれ,16
美,16
ライン,16
なっ,15
‼,15
ぼ,15
Rusia,15
けど,15
さ,14
戦,14
GLT,14
たら,14
こ,14
れ,13
き,13
ねー,13
前,13
すぎ,13
永,13
vs,12
jpn,12
あっ,12
w,12
1,12
嗣,12
じゃ,12
2,11
Russia,11
WorldCupRussia,11
ぶ,11
ビッグ,11
入っ,11
って,11
プレー,11
中,11
ボ,11
ル,11
怖い,11
ノロジー,11
柴崎,11
酒井,11
交代,10
え,10
samuraiblue,10
ーランド,10
ら,10
点,10
ゴールラインヂ,10
せ,9
です,9
🇯🇵,9
スーパ,9
け,9
られ,9
セネガル,9
ーー,9
西野,9
ます,8
まし,8
前半,8
やん,8
COL,8
なる,8
-,8
コロンビア,8
おお,8
ひ,8
気,8
ある,8
すぎる,8
なく,8
�����,7
ω,7
㼼,7
぀,7
する,7
SEN,7
思っ,7
すご,7
぀�,7
一,7
上,7
くる,7
宏樹,7
」,6
ノ,6
力,6
い,6
右,6
わし,6
ど,6
見,6
だろ,6
手,6
良く,6
3,6
ーーー,6
お,6
番,6
VAR,6
でも,6
時,6
悪,6
パス,6
ポジショニング,6
ｗ,6
飛,6
シュート,6
ごめんなさい,6
リギリ,6
FIFA,6
大,6
頑張っ,6
そう,6
じ,5
攻,5
ヂ,5
夢,5
超,5
6,5
よかっ,5
覚,5
)#,5
ハメス,5
神島,5
⚽,5
ール,5
掻き,5
仕事,5
"_,",5
o,5
ゼ,5
しま,5
判定,5
ーワールドカ,5
守護神,5
＼#,5
時間,5
ま,5
F,5
リーグ,5
入れ,5
危なかっ,5
汚名,5
返上,5
半端,5
人,5
みんな,5
山口,5
や,5
期待,5
良かっ,5
❗,5
GK,5
】,5
本,5
り,5
両,5
まま,5
解説,5
右手,5
う,5
無,5
ほしい,5
ゴリ,5
おし,5
この,4
暑,4
4,4
まで,4
🇵🇱,4
また,4
カワシマ,4
カウンター,4
クロス,4
刀,4
まあ,4
る,4
よし,4
とめ,4
ぅ,4
より,4
👍,4
ば,4
そこ,4
はぁ,4
ファインプレー,4
そ,4
決め,4
絶対,4
pol,4
たい,4
危な,4
良,4
9,4
なんか,4
ジャパン,4
かき,4
ぱり,4
目,4
ぃ,4
受け,4
7,4
ファインセーブ,4
れる,4
Д,4
5,4
ギリ,4
相手,4
だけ,4
フジッ,4
られる,4
晴らし,4
マジ,4
今回,4
しか,4
www,4
ほら,4
なら,4
ぎりぎり,4
なあ,4
ノー,4
守備,4
ため,4
�������,4
かっ,4
あまり,4
ず,4
試合,4
実況,4
������,4
武藤,4
こと,4
感じ,4
やら,3
やれ,3
出来る,3
",「",3
出し,3
ぱ,3
速,3
ゴールキーパ,3
へ,3
30,3
VS,3
大丈夫,3
耐えろ,3
✨#,3
かわし,3
`,3
▽,3
親愛,3
ークラスタ,3
エイジ,3
こわ,3
方,3
ハメス・ロドリゲス,3
失点,3
ここ,3
ビヂ,3
⏬,3
今度,3
GJ,3
｡,3
かし,3
×,3
クルー,3
流れ,3
たん,3
ミドル,3
助かっ,3
たかっ,3
くん,3
回,3
KTT,3
ス,3
スタメン,3
daihyou,3
´,3
JAPAN,3
あり,3
最高,3
クリア,3
同じ,3
船,3
乗ろ,3
じゃん,3
なん,3
TNC,3
ロシアワールドカ,3
的,3
",【",3
パンチング,3
神,3
試,3
すごい,3
なー,3
ほんと,3
8,3
調子,3
替え,3
みたい,3
世界,3
見え,3
wc,3
間,3
遅,3
１,3
Daihyo,3
∀,3
乗っ,3
あと,3
位,3
wwwwww,3
〜,3
攻め,3
キーパ,3
サイド,3
らしい,3
セー,3
裏,3
す,3
チャンス,3
ろう,3
来,3
でし,3
帯,3
カバ,3
槙,3
かき出し,3
撁,3
あれ,3
高徳,3
,2
ﾞｯ,2
「,2
搔,2
!?(^^;#,2
厳しい,2
ぽ,2
怖かっ,2
ktv,2
ーーーー,2
中央,2
際,2
ww,2
ねえ,2
帳消し,2
(((,2
できる,2
まさ,2
_:(´,2
_):#,2
ビデオ,2
よう,2
がん,2
gt,2
lt,2
ハンパ,2
つ,2
セカンド,2
😭,2
宇宙,2
対,2
SENCOL,2
JFA,2
開催,2
おけ,2
触っ,2
として,2
こちら,2
ふ,2
jolf,2
→,2
ラヂ,2
おおお,2
すげ,2
やり,2
早,2
信じ,2
よい,2
〼,2
こんな,2
やっ,2
忇,2
とこ,2
さすが,2
経験,2
健,2
ありがと,2
ぜ,2
WORLDCUP,2
子,2
セッ,2
フェンス,2
空,2
スペ,2
欲しい,2
中途半端,2
護,2
👏,2
とか,2
ピンチ,2
_。,2
涙,2
こえ,2
ええ,2
ほとんど,2
性,2
ｗｗｗｗｗｗｗｗ,2
高,2
((((,2
ﾟ,2
)))))))#,2
バイタル,2
まぁ,2
まず,2
戻っ,2
;/,2
褒め,2
！　#,2
半,2
勝っ,2
チ,2
当たり前,2
下手,2
くれる,2
あぶな,2
怖,2
ダメ,2
っぽ,2
お願い,2
こわい,2
届け,2
公,2
",(",2
勝つ,2
こう,2
後方,2
済ん,2
寸,2
ッ,2
キー,2
ヤバ,2
苦しん,2
キャッ,2
ｗｗｗ,2
それ,2
ハメスロドリゲス,2
ャー,2
レー,2
作る,2
:,2
とりあえず,2
割っ,2
ミス,2
反応,2
チャラ,2
見える,2
起き,2
FifaWorldCup,2
第,2
でき,2
━━━━(,2
なんて,2
ご,2
見る,2
ので,2
上げ,2
数,2
危なき,2
なめ,2
あかん,2
川,2
グループ,2
Ｈ,2
－,2
ｲ,2
守れ,2
全く,2
刁,2
少し,2
言っ,2
しまっ,2
吉田,2
内,2
横,2
外,2
誰,2
だっ,2
岡崎,2
代わる,2
島,2
復調,2
何で,2
皁,2
it,2
out,2
に対して,2
頼む,2
早く,2
メンバ,2
21,2
作っ,2
ゴー,2
トク,2
プレス,2
まくっ,2
ごめん,2
琁,2
後ろ向き,2
飛ん,2
じゃぁ,2
H,2
サ,2
ライ,2
ブルー,2
与え,2
言わ,2
入れ替え,2
なぜ,2
にとって,2
中盤,2
弱,2
青く,2
32,2
ヘディングシュート,2
ゲー,2
族,2
宏,2
ド,2
��������,2
変え,2
使わ,2
タラ,2
単純,2
ザキオカ,2
狙い,2
しい,2
全体,2
上手く,2
乾,2
_…,2
とき,2
ランチ,2
DF,2
感,2
我慢,2
紀,2
‥,2
岳,2
cm,2
CB,2
T,2
豪,2
徳,2
おもた,1
ｯ,1
かなり,1
撚,1
ングシュート,1
rb,1
52,1
jPfj,1
q,1
△,1
＞,1
グ,1
wwwww,1
ファインセーーブ,1
🙌🙌,1
g,1
35,1
yzb,1
rHg,1
止まっ,1
エイジナイスセーブ,1
学習,1
(´,1
㻽,1
❓,1
😳,1
日本人,1
被,1
ヘッド,1
左,1
ポスト,1
行く,1
はじき出す,1
支配,1
率,1
43,1
%、,1
ーラン,1
57,1
%,1
まじ,1
やばかっ,1
😂😂���,1
始まる,1
やっと,1
働き,1
川嶋,1
*,1
(^,1
^)/*,1
やば,1
ぉおおお,1
ゼギリギリ,1
あぶ,1
コ,1
⤴,1
詰める,1
行方,1
;)))#,1
ｗｗｗｗｗｗｗｗｗｗ,1
キターーーーー,1
残念,1
(*,1
*),1
))),1
パターン,1
避け,1
ーーーーー,1
ナイスキーーーーーーー,1
Bc,1
bWhUKeQ,1
ひら,1
返し,1
(&,1
;_&,1
;),1
09,1
KVzcI,1
Vw,1
ールクリア,1
✨✨,1
押し,1
怪我,1
NHK,1
問題,1
やろ,1
貸し,1
残っ,1
ほ,1
鳥肌,1
たっ,1
ぁぁぁあよくめ,1
見せ場,1
_。　#,1
",【⚽",1
⚽】,1
mcKKhNj,1
vn,1
XAfR,1
BTHta,1
キレ,1
XqEhPz,1
173,1
d,1
ジョブチェンジ,1
ワイ,1
ா,1
ホント,1
偉かっ,1
よっ,1
完全,1
逝っ,1
褒める,1
はま,1
たで,1
手のひら,1
ナイスセー,1
👌,1
有,1
難,1
���😭😭😭,1
(^^;;,1
待っ,1
みせ,1
すっ,1
げ,1
こそ,1
コーナ,1
ふかす,1
またまた,1
㭽,1
キタ,1
💙,1
更新,1
今宵,1
熱,1
ワー,1
送り,1
ましょ,1
張れ,1
中島,1
🤔��,1
Σ,1
ﾛ,1
";),",1
外し,1
利,1
ゃ,1
リブル,1
混ぜ,1
リズ,1
変化,1
生み出せる,1
々,1
井高,1
攻守,1
Ez,1
14,1
Td,1
シ,1
島守,1
anagoppola,1
やめ,1
脱し,1
さぁ,1
取ろ,1
進め,1
お前,1
日,1
美貴,1
史,1
ところ,1
相変わらず,1
ダメダメ,1
人間,1
込,1
むところにはおらんし,1
ドリブル,1
とら,1
天才,1
呼ば,1
ホンマに,1
ぐら,1
見せ,1
む,1
ガンバ大阪,1
ガンバ,1
ユース,1
━━,1
‾)━━,1
!!!!,1
助かる,1
わぁ,1
けが,1
打っ,1
下さ,1
ナイスエイジ,1
J,1
frontale,1
簡単,1
崩さ,1
とる,1
なんとか,1
修正,1
はじい,1
ビッグセーーーブ,1
落ち着けよ,1
アナウンサー,1
wcup,1
soccer,1
とぼ,1
BY,1
TYmq,1
BZ,1
㮽,1
だけど,1
動け,1
はめ,1
｀),1
ケキーパ,1
ゲ,1
違,1
つかれ,1
ンチ,1
おい,1
ルキャッ,1
⚽【,1
２,1
８,1
蹴る,1
頭,1
劣る,1
工夫,1
必要,1
nDXIc,1
ymPL,1
死ぬ,1
守っ,1
乙,1
雸,1
ヨシミ,1
ｗｗｗｗ,1
後ろ,1
つつ,1
届い,1
ーブ,1
fifaworldcup,1
ｗｗｗｗｗｗｗｗｗ,1
嗣別,1
すごし,1
ギリセー,1
劇,1
版,1
ーーーーサンキューーー,1
イチ,1
ゼーーーー,1
IMvNMxMnyW,1
ディフェンス,1
ずるずる,1
下がり,1
What,1
a,1
save,1
by,1
Kawashima,1
Capable,1
of,1
the,1
best,1
and,1
worst,1
様子見,1
なお,1
いつも,1
どん,1
至急,1
謝罪,1
クソ,1
ノッ,1
ポリシュカ,1
♪,1
なし,1
キヂ,1
精神,1
ダメージ,1
ニコ,1
生,1
視,1
【,1
地上波,1
流せ,1
ダバディ,1
元,1
海外,1
ロ,1
戦術,1
ニア,1
放,1
諽,1
PpZGbpmlb,1
️,1
掌,1
返す,1
トラブル,1
OK,1
瞬,1
けっこう,1
必ず,1
最後,1
香川,1
😭😭😭😭,1
KTS,1
放送,1
ktstv,1
鹿児島,1
首位,1
33,1
観る,1
htQq,1
XVWXm,1
久しぶり,1
観,1
☺,1
��🇯🇵,1
こもっ,1
🇯🇵🇵🇱,1
nhkr,1
着,1
状態,1
ワンチャンス,1
どっち,1
からには,1
身体,1
ビ,1
鈴木,1
隡,1
かれ,1
監督,1
使っ,1
思う,1
だって,1
ガヤ,1
んで,1
鬼神,1
スライヂ,1
ング,1
？,1
咎め,1
無し,1
かな,1
止,1
pvx,1
pdM,1
V,1
乗れ,1
要ら,1
b,1
yh,1
cu,1
351,1
🏠,1
到着,1
抑え,1
謝り,1
ヒラクルークルチ,1
人達,1
観察,1
もっと,1
当て,1
ーーーーーーーーーーーーーーーーーーーーーーーーー,1
やる,1
物,1
キドキ,1
ヽ,1
ナイスキーパ,1
昨日,1
fk,1
ファン,1
ブル,1
後,1
ノイアー,1
(*´,1
꒳,1
`*),1
セーフ,1
ヤ,1
ェギリギリノ,1
弘,1
声,1
たび,1
衣,1
祥,1
雁,1
ぽく,1
聞こえる,1
野球,1
向こう,1
ぎり,1
あか,1
ｗｗ,1
瀕死,1
場合,1
公認,1
一瞬,1
まさに,1
ザ,1
うち,1
たんか,1
ぁぁぁぁぁぁ,1
ぁぁぁぁ,1
ちら,1
ぐっ,1
リ,1
レスポンス,1
かかっ,1
結果,1
ヨヂ,1
ニッポン,1
Bf,1
UNuxG,1
04,1
守,1
刂,1
怪しい,1
WC,1
苦しめる,1
状況,1
NO,1
GOAL,1
ヘディング,1
CK,1
弾道,1
ミサイル,1
あぁ,1
ビックプレイ,1
使お,1
一応,1
使,1
おら,1
ナイ,1
スキー,1
いま,1
取り返す,1
(;´,1
`),1
⁈,1
発動,1
ʬʬʬʬʬ,1
ありえん,1
あー,1
活躍,1
ギリギリセー,1
MOM,1
奇跡,1
ちろ,1
なかっ,1
水際,1
防,1
生き,1
凁,1
死に,1
救っ,1
見事,1
スター,1
意味,1
(　,1
д,1
トーナメント,1
進出,1
アレ,1
くら,1
ビッグセーブｷ,1
‾)━━━━,1
!!!!#,1
ナイスセーヴ,1
FIFAWorldcup,1
!!,1
近所,1
くらい,1
帳尻,1
合,1
確り,1
先,1
ぁぁぁ,1
中継,1
ける,1
想像,1
観戦,1
網,1
本当に,1
させ,1
センチ,1
意外と,1
やっぱり,1
敗退,1
決まっ,1
ランク,1
��������������,1
ハン,1
パ,1
おぉ,1
以上,1
ゲージ,1
消費,1
ハエ,1
たた,1
えよ,1
咲く,1
一輪,1
花,1
キュアキーパ,1
ールキャッ,1
I,1
OAEzDtNO,1
（≧∉,1
カワシマァー,1
フジ,1
うる,1
強,1
",“",1
”,1
ァ,1
ジノ,1
ヘルナンヂ,1
黑,1
右腕,1
結構,1
!!!!(,1
ﾛﾟ,1
微妙,1
うーん,1
引き,1
ずれ,1
危,1
すれすれ,1
かい,1
日本一,1
ずっと,1
てんじ,1
こっち,1
緊張,1
ゲロ,1
吐き,1
_!!,1
まっ,1
カヂ,1
イイ,1
発,1
ロケ,1
am,1
のに,1
始まっ,1
寝れ,1
ストロベリー,1
ーン,1
月,1
綺麗,1
🍓🌙💫💓,1
幸せ,1
なりたた,1
一つ,1
対応,1
レベル,1
ごと,1
しかし,1
つまら,1
ウンター,1
送,1
ギリギリィ,1
グローブ,1
初戦,1
間合,1
測っ,1
ｗｗｗｗｗ,1
先制,1
^,1
❗#,1
キリンチャレンジカ,1
恥,1
かかん,1
もぉ,1
ドキドキ,1
意地,1
止める,1
覚え,1
(;,1
"),",1
対面,1
インサイド,1
ハーフ,1
確認,1
(((&,1
;,1
&,1
;;)))　,1
よっしゃ,1
認,1
ィ,1
取ら,1
アンカー,1
所,1
おる,1
10,1
スイッ,1
マ,1
ク,1
外さ,1
しよ,1
PK,1
取り消し,1
息,1
すん,1
忘れ,1
おもっ,1
泣,1
皮,1
神川,1
彼,1
一番,1
持ち味,1
不思議,1
ポジション,1
ワンプレイ,1
繋がる,1
可能,1
ーゴールラインヂ,1
オンライン,1
マイナス,1
レバンドフスキ,1
そんなに,1
さそ,1
Eiji,1
still,1
dived,1
back,1
but,1
he,1
actually,1
managed,1
to,1
keep,1
this,1
time,1
And,1
was,1
superb,1
それでも,1
ファンタジー,1
距離,1
あけ,1
はじく,1
像,1
��😳,1
チェンジ,1
～～＼,1
叫び,1
５,1
超え,1
来る,1
浮,1
捕まえ,1
きれ,1
死ん,1
でる,1
押さ,1
始め,1
上がっ,1
甘,1
ぎどぁ,1
駁,1
作ら,1
dis,1
途中,1
らし,1
出,1
く,1
覚め,1
大和,1
baystars,1
決めよ,1
😝,1
KenTeaTime,1
流,1
石川,1
(　-`,1
-)✧#,1
アジ,1
アカ,1
帰っ,1
喁,1
悪し,1
思い,1
",@",1
tt,1
0906,1
max,1
グルー,1
🏆,1
がんばれ,1
⚽#,1
FIFAWouldCupRussia,1
ZIuQM,1
xT,1
A,1
31,1
リエル,1
in,1
kG,1
LHEJ,1
取れる,1
取れ,1
何故か,1
知ら,1
言,1
やっぱ,1
俺,1
たち,1
っと,1
こんなに,1
リギリノ,1
・・・ヒヤヒヤ,1
斜め,1
ろ,1
ゴールキーピング,1
自身,1
づつ,1
乗り出し,1
ギア,1
不用意,1
パスミス,1
ークミス,1
フリー,1
せる,1
厳禁,1
",(*´∀`)",1
後半,1
ジヂ,1
どんな,1
プラン,1
チャージング,1
緩,1
体力,1
消耗,1
恐れ,1
推進,1
影響,1
パイ,1
セン,1
優秀,1
💧,1
JODER,1
LA,1
PARADA,1
.....,1
その,1
連携,1
~」…「,1
見れ,1
髪,1
一部,1
ほん,1
そこで,1
気持ち,1
とつ,1
BLUE,1
騒ぐ,1
〨,1
ぐな,1
防ぐ,1
島津,1
リング,1
上手,1
Wouldcup,1
プレヂ,1
かけ,1
pDmKjGb,1
SU,1
彼方,1
苦し紛れ,1
かる,1
個々,1
能力,1
見込ん,1
