"RT @jfa_samuraiblue: 【キックオフ！】国際親善試合#SAMURAIBLUE 0-0 パラグアイ代表🇵🇾📺日本テレビ系で全国生中継大会情報▷https://t.co/zhOvP9vUpJ#jfa #daihyo #夢を力に2018","22:05:43"
"あら？キャプ翼のビッグフラッグ、キックオフにあわせて全撤去かよ#daihyo","22:05:44"
"RT @chidajunsei3163: パラグアイ戦スタメン#SAMURAIBLUE #daihyo https://t.co/PU254yMH65","22:05:44"
"RT @ultrasoccer: 【速報】国際親善試合《試合開始》 🇯🇵日本 0-0 パラグアイ🇵🇾 テキスト中継中⇒ https://t.co/3nDZkThBtm#パラグアイ代表 #daihyo #日本代表 #超WS https://t.co/P1K62fWU…","22:05:46"
"☆パラグアイ🇵🇾 0-0 🇯🇵日本#daihyo #PARJPN 始まった！ https://t.co/D5Ttj9UR8R","22:05:46"
"しょうがないから日本代表を応援する #daihyo https://t.co/EybppgNilo","22:05:46"
"今日カメラ低い？#daihyo","22:05:47"
"RT @jfa_samuraiblue: 【#SAMURAI BLUE スタメン発表！】GK東口、DF遠藤、植田、昌子、酒井(高)、MF柴崎、山口、武藤、香川、乾、FW岡崎6/12(火)22:05キックオフ予定📺日本テレビ系で全国生中継大会情報▷https://t.co…","22:05:47"
"パラグアイ戦 腹具合悪い試合にならぬよう… 微かな望みを…  #daihyo","22:05:47"
"RT @SoccerKingJP: 🇯🇵#日本代表 スタメン発表！🇵🇾▼GK12 東口順昭▼DF2 植田直通3 昌子源6 遠藤航21 酒井高徳▼MF7 柴崎岳10 香川真司14 乾貴士16 山口蛍（C）▼FW9 岡崎慎司13 武藤嘉紀#サッカー…","22:05:48"
"RT @jfa_samuraiblue: 【キックオフ！】国際親善試合#SAMURAIBLUE 0-0 パラグアイ代表🇵🇾📺日本テレビ系で全国生中継大会情報▷https://t.co/zhOvP9vUpJ#jfa #daihyo #夢を力に2018","22:05:48"
"面白いスタメン 乾と柴崎のスペイン組に期待 #daihyo","22:05:48"
"RT @jfa_samuraiblue: 【#SAMURAI BLUE スタメン発表！】GK東口、DF遠藤、植田、昌子、酒井(高)、MF柴崎、山口、武藤、香川、乾、FW岡崎6/12(火)22:05キックオフ予定📺日本テレビ系で全国生中継大会情報▷https://t.co…","22:05:48"
"RT @nikkan_soccer: 【日本－パラグアイ】スタメン発表東口、植田、昌子、遠藤、酒井高、柴崎、香川、乾、山口、岡崎、武藤▼▼試合速報▼▼https://t.co/ck0YPU3NS4#daihyo #日本代表 #WorldCup #ワールドカップ #ワール…","22:05:49"
"このタイミングで東口出すということは……今日の出来次第で期待していいのか？　#daihyo","22:05:49"
"#daihyo チャントが若干聞こえるがピッチ高めw","22:05:49"
"RT @atlrs_official: ナオと源さん、先発です！#antlers #kashimaそして岳さんもスタメン入り！この後22時5分キックオフです！#daihyo #SAMURAIBLUE #サッカー日本代表 アントラーズモバイル：https://t.co/…","22:05:50"
"RT @SoccerKingJP: 🇯🇵スタメン発表🇵🇾日本代表、パラグアイ戦のスタメン発表！　山口蛍がキャプテン、香川真司が先発復帰🔻記事はこちらhttps://t.co/xG9igq2oHu🗣編集部より「#日本代表 vs #パラグアイ代表 戦は、日本時間22：…","22:05:51"
"RT @chidajunsei3163: パラグアイ戦スタメン#SAMURAIBLUE #daihyo https://t.co/PU254yMH65","22:05:52"
"岡ちゃんならやっただろうなー(テストマッチでスタメン変えまくりで相手監督撹乱) #日本代表 #daihyo","22:05:52"
"キャプテン翼のフラッグはがされてる… #daihyo #JPN","22:05:53"
"RT @jfa_samuraiblue: 【キックオフ！】国際親善試合#SAMURAIBLUE 0-0 パラグアイ代表🇵🇾📺日本テレビ系で全国生中継大会情報▷https://t.co/zhOvP9vUpJ#jfa #daihyo #夢を力に2018","22:05:54"
"RT @jfa_samuraiblue: 【キックオフ！】国際親善試合#SAMURAIBLUE 0-0 パラグアイ代表🇵🇾📺日本テレビ系で全国生中継大会情報▷https://t.co/zhOvP9vUpJ#jfa #daihyo #夢を力に2018","22:05:55"
"RT @GAMBA_OFFICIAL: 本日の日本代表vsパラグアイ代表との国際親善試合に東口選手が先発出場！！ワールドカップ本大会出場に向けて素晴らしいパフォーマンスを期待しています！！また14日から「東口選手応援キャンペーン」も実施！こちらもお願いします！https:/…","22:05:55"
"RT @SoccerKingJP: 🇯🇵#日本代表 スタメン発表！🇵🇾▼GK12 東口順昭▼DF2 植田直通3 昌子源6 遠藤航21 酒井高徳▼MF7 柴崎岳10 香川真司14 乾貴士16 山口蛍（C）▼FW9 岡崎慎司13 武藤嘉紀#サッカー…","22:05:55"
"RT @GAMBA_OFFICIAL: 本日の日本代表vsパラグアイ代表との国際親善試合に東口選手が先発出場！！ワールドカップ本大会出場に向けて素晴らしいパフォーマンスを期待しています！！また14日から「東口選手応援キャンペーン」も実施！こちらもお願いします！https:/…","22:05:55"
"@jfa_samuraiblue #daihyoがんばってくれ！[日本サッカー代表を応援するブタ君]https://t.co/tRKCbegaeX","22:05:56"
